Date,Time,Part No,Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage,Remarks 
4/1/2023,06:00:38.344,04-01-23-0033-00,3.80,-0.03,0.00,0.00,0.33,0.00
4/1/2023,06:00:38.454,04-01-23-0033-00,3.80,0.00,0.00,0.00,0.33,0.00
4/1/2023,06:00:38.563,04-01-23-0033-00,3.80,-0.02,0.00,0.00,0.33,0.00
4/1/2023,06:00:38.672,04-01-23-0033-00,3.80,0.02,0.00,0.00,0.33,0.00
4/1/2023,06:00:38.782,04-01-23-0033-00,3.80,-0.01,0.00,0.00,0.33,0.00
4/1/2023,06:00:38.891,04-01-23-0033-00,3.80,0.01,0.00,0.00,0.33,0.00
4/1/2023,06:00:39.000,04-01-23-0033-00,3.80,-0.01,0.00,0.00,0.33,0.00
4/1/2023,06:00:39.110,04-01-23-0033-00,3.80,0.01,0.00,0.00,0.33,0.00
4/1/2023,06:00:39.219,04-01-23-0033-00,3.80,-0.01,0.33,0.00,0.33,0.00
4/1/2023,06:00:39.328,04-01-23-0033-00,3.79,0.01,0.33,0.00,0.33,0.00
4/1/2023,06:00:39.470,04-01-23-0033-00,3.79,0.00,0.33,0.00,0.33,0.00
4/1/2023,06:00:39.602,04-01-23-0033-00,3.79,-0.03,0.33,0.00,0.33,0.00
4/1/2023,06:00:39.718,04-01-23-0033-00,3.79,0.00,0.33,0.00,0.33,0.00
4/1/2023,06:00:39.849,04-01-23-0033-00,3.79,-0.01,0.33,0.00,0.33,0.00
4/1/2023,06:00:39.972,04-01-23-0033-00,3.79,-0.02,0.33,0.00,0.33,0.00
4/1/2023,06:00:40.156,04-01-23-0033-00,3.79,0.00,0.33,0.00,0.33,0.00
4/1/2023,06:00:40.219,04-01-23-0033-00,3.79,0.00,0.33,0.00,0.33,0.00
4/1/2023,06:00:40.319,04-01-23-0033-00,3.79,0.00,0.16,0.00,0.33,0.00
4/1/2023,06:00:40.435,04-01-23-0033-00,3.74,-0.03,0.16,0.00,0.33,0.00
4/1/2023,06:00:40.557,04-01-23-0033-00,3.74,0.00,0.16,0.00,0.33,0.00
4/1/2023,06:00:40.658,04-01-23-0033-00,3.74,-0.01,0.16,0.00,0.33,0.00
4/1/2023,06:00:40.774,04-01-23-0033-00,3.74,0.02,0.16,0.00,0.33,0.00
4/1/2023,06:00:40.874,04-01-23-0033-00,3.74,-0.01,0.16,0.00,0.33,0.00
4/1/2023,06:00:40.990,04-01-23-0033-00,3.74,-0.01,0.16,0.00,0.33,0.00
4/1/2023,06:00:41.074,04-01-23-0033-00,3.74,-0.01,0.16,0.00,0.33,0.00
4/1/2023,06:00:41.190,04-01-23-0033-00,3.74,0.00,0.16,0.00,0.33,0.00
4/1/2023,06:00:41.290,04-01-23-0033-00,3.74,0.00,0.11,0.00,0.33,0.00
4/1/2023,06:00:41.406,04-01-23-0033-00,3.77,0.02,0.11,0.00,0.33,0.00
4/1/2023,06:00:41.522,04-01-23-0033-00,3.77,0.02,0.11,0.00,0.33,0.00
4/1/2023,06:00:41.622,04-01-23-0033-00,3.77,0.00,0.11,0.00,0.33,0.00
4/1/2023,06:00:41.754,04-01-23-0033-00,3.77,0.00,0.11,0.00,0.33,0.00
4/1/2023,06:00:41.838,04-01-23-0033-00,3.77,0.02,0.11,0.00,0.33,0.00
4/1/2023,06:00:41.954,04-01-23-0033-00,3.77,-0.02,0.11,0.00,0.33,0.00
4/1/2023,06:00:42.055,04-01-23-0033-00,3.77,0.00,0.11,0.00,0.33,0.00
4/1/2023,06:00:42.177,04-01-23-0033-00,3.77,0.01,0.11,0.00,0.33,0.00
4/1/2023,06:00:42.293,04-01-23-0033-00,3.77,0.01,0.08,0.00,0.33,0.00
4/1/2023,06:00:42.424,04-01-23-0033-00,3.67,0.02,0.08,0.00,0.33,0.00
4/1/2023,06:00:42.556,04-01-23-0033-00,3.67,0.00,0.08,0.00,0.33,0.00
4/1/2023,06:00:42.694,04-01-23-0033-00,3.67,0.01,0.08,0.00,0.33,0.00
4/1/2023,06:00:42.841,04-01-23-0033-00,3.67,0.02,0.08,0.00,0.33,0.00
4/1/2023,06:00:42.979,04-01-23-0033-00,3.67,0.02,0.08,0.00,0.33,0.00
4/1/2023,06:00:43.041,04-01-23-0033-00,3.67,0.02,0.08,0.00,0.33,0.00
4/1/2023,06:00:43.157,04-01-23-0033-00,3.67,0.00,0.08,0.00,0.33,0.00
4/1/2023,06:00:43.257,04-01-23-0033-00,3.67,0.00,0.07,1.83,0.33,0.06
4/1/2023,06:00:43.380,04-01-23-0033-00,3.73,0.02,0.07,1.29,0.33,0.09
4/1/2023,06:00:43.480,04-01-23-0033-00,3.73,0.02,0.07,1.34,0.33,0.09
4/1/2023,06:00:43.596,04-01-23-0033-00,3.73,0.01,0.07,1.89,0.33,0.06
4/1/2023,06:00:43.696,04-01-23-0033-00,3.73,0.00,0.07,1.84,0.33,0.06
4/1/2023,06:00:43.812,04-01-23-0033-00,3.73,-0.01,0.07,2.43,0.33,0.02
4/1/2023,06:00:43.912,04-01-23-0033-00,3.73,0.00,0.10,2.23,0.49,0.04
4/1/2023,06:00:44.028,04-01-23-0033-00,3.73,-0.03,0.10,3.63,0.49,39.83
4/1/2023,06:00:44.144,04-01-23-0033-00,3.73,0.00,0.10,3.50,0.49,40.23
4/1/2023,06:00:44.244,04-01-23-0033-00,3.73,0.00,0.08,3.21,0.49,40.23
4/1/2023,06:00:44.360,04-01-23-0033-00,1.22,0.02,0.11,5.45,0.66,40.23
4/1/2023,06:00:44.460,04-01-23-0033-00,1.22,0.01,0.46,169.63,2.79,34.84
4/1/2023,06:00:44.583,04-01-23-0033-00,1.22,3.40,2.65,184.64,15.90,24.62
4/1/2023,06:00:44.683,04-01-23-0033-00,1.22,4.87,4.04,176.50,24.26,21.71
4/1/2023,06:00:44.799,04-01-23-0033-00,1.22,7.06,5.00,168.49,30.00,20.82
4/1/2023,06:00:44.899,04-01-23-0033-00,1.22,9.01,5.66,173.13,33.93,21.23
4/1/2023,06:00:45.015,04-01-23-0033-00,1.22,11.52,7.40,174.85,44.43,20.39
4/1/2023,06:00:45.115,04-01-23-0033-00,1.22,13.94,8.77,170.99,52.62,21.16
4/1/2023,06:00:45.231,04-01-23-0033-00,1.22,16.81,8.36,166.68,58.52,20.55
4/1/2023,06:00:45.347,04-01-23-0033-00,0.30,19.77,9.41,170.83,65.90,21.01
4/1/2023,06:00:45.447,04-01-23-0033-00,0.30,21.95,10.68,158.86,74.75,20.76
4/1/2023,06:00:45.563,04-01-23-0033-00,0.30,24.39,11.80,174.11,82.62,20.58
4/1/2023,06:00:45.664,04-01-23-0033-00,0.30,26.43,12.55,177.63,87.87,20.93
4/1/2023,06:00:45.786,04-01-23-0033-00,0.30,28.53,13.96,178.05,97.70,20.16
4/1/2023,06:00:45.886,04-01-23-0033-00,0.30,30.12,15.08,171.95,105.57,20.75
4/1/2023,06:00:46.002,04-01-23-0033-00,0.30,31.83,16.02,175.68,112.13,20.65
4/1/2023,06:00:46.103,04-01-23-0033-00,0.30,33.27,17.03,171.99,119.18,20.68
4/1/2023,06:00:46.218,04-01-23-0033-00,0.30,34.80,16.07,170.34,128.52,20.93
4/1/2023,06:00:46.319,04-01-23-0033-00,0.10,35.97,16.80,169.20,134.43,20.88
4/1/2023,06:00:46.435,04-01-23-0033-00,0.10,37.24,17.79,171.50,142.30,21.11
4/1/2023,06:00:46.551,04-01-23-0033-00,0.10,38.44,18.98,176.13,151.80,20.52
4/1/2023,06:00:46.651,04-01-23-0033-00,0.10,39.36,19.82,170.74,158.52,20.67
4/1/2023,06:00:46.767,04-01-23-0033-00,0.10,40.43,20.72,167.01,165.74,21.09
4/1/2023,06:00:46.867,04-01-23-0033-00,0.10,41.28,21.68,175.08,173.44,20.92
4/1/2023,06:00:46.989,04-01-23-0033-00,0.10,42.24,22.83,174.63,182.62,20.46
4/1/2023,06:00:47.090,04-01-23-0033-00,0.10,42.91,23.63,174.68,189.02,20.75
4/1/2023,06:00:47.206,04-01-23-0033-00,0.10,43.54,21.89,165.44,197.05,20.66
4/1/2023,06:00:47.306,04-01-23-0033-00,0.03,44.00,22.79,172.49,205.08,21.10
4/1/2023,06:00:47.422,04-01-23-0033-00,0.03,44.44,23.72,173.54,213.44,20.70
4/1/2023,06:00:47.522,04-01-23-0033-00,0.03,44.76,24.46,175.56,220.16,20.68
4/1/2023,06:00:47.638,04-01-23-0033-00,0.03,45.04,25.34,174.95,228.03,20.91
4/1/2023,06:00:47.754,04-01-23-0033-00,0.03,45.23,26.27,169.04,236.39,20.76
4/1/2023,06:00:47.854,04-01-23-0033-00,0.03,45.35,26.92,170.04,242.30,21.09
4/1/2023,06:00:47.970,04-01-23-0033-00,0.03,45.38,27.92,177.31,251.31,20.83
4/1/2023,06:00:48.070,04-01-23-0033-00,0.03,45.30,28.91,170.41,260.16,20.70
4/1/2023,06:00:48.193,04-01-23-0033-00,0.03,45.15,29.98,170.26,269.84,20.71
4/1/2023,06:00:48.293,04-01-23-0033-00,0.03,44.82,27.64,172.16,276.39,20.71
4/1/2023,06:00:48.409,04-01-23-0033-00,0.03,44.38,28.33,172.24,283.28,20.29
4/1/2023,06:00:48.509,04-01-23-0033-00,0.03,43.93,28.87,176.78,288.69,20.90
4/1/2023,06:00:48.625,04-01-23-0033-00,0.03,43.23,29.70,174.06,297.05,20.77
4/1/2023,06:00:48.725,04-01-23-0033-00,0.03,42.54,30.54,171.91,305.41,20.46
4/1/2023,06:00:48.841,04-01-23-0033-00,0.03,41.70,31.41,182.01,314.10,20.68
4/1/2023,06:00:48.957,04-01-23-0033-00,0.03,40.56,32.15,175.10,321.48,20.67
4/1/2023,06:00:49.057,04-01-23-0033-00,0.03,39.54,32.74,174.13,327.38,20.90
4/1/2023,06:00:49.173,04-01-23-0033-00,0.03,38.31,33.49,177.96,334.92,20.71
4/1/2023,06:00:49.274,04-01-23-0033-00,0.03,37.07,31.13,173.23,342.46,21.15
4/1/2023,06:00:49.396,04-01-23-0033-00,-0.04,35.48,31.94,170.54,351.31,21.05
4/1/2023,06:00:49.496,04-01-23-0033-00,-0.04,34.13,32.50,178.08,357.54,20.42
4/1/2023,06:00:49.612,04-01-23-0033-00,-0.04,32.59,33.14,171.83,364.59,20.26
4/1/2023,06:00:49.712,04-01-23-0033-00,-0.04,31.29,33.74,168.15,371.15,21.30
4/1/2023,06:00:49.828,04-01-23-0033-00,-0.04,29.89,34.17,171.86,375.90,20.95
4/1/2023,06:00:49.944,04-01-23-0033-00,-0.04,28.69,34.20,175.48,376.23,20.60
4/1/2023,06:00:50.060,04-01-23-0033-00,-0.04,27.34,34.20,174.13,376.23,20.76
4/1/2023,06:00:50.182,04-01-23-0033-00,-0.04,26.06,34.20,179.04,376.23,20.44
4/1/2023,06:00:50.283,04-01-23-0033-00,-0.04,25.02,31.35,177.66,376.23,21.00
4/1/2023,06:00:50.399,04-01-23-0033-00,-0.02,23.81,31.38,180.71,376.56,20.72
4/1/2023,06:00:50.499,04-01-23-0033-00,-0.02,22.89,31.41,178.39,376.89,20.66
4/1/2023,06:00:50.630,04-01-23-0033-00,-0.02,21.88,31.43,183.20,377.21,20.76
4/1/2023,06:00:50.715,04-01-23-0033-00,-0.02,21.10,31.45,172.53,377.38,21.09
4/1/2023,06:00:50.831,04-01-23-0033-00,-0.02,20.25,31.45,173.58,377.38,20.75
4/1/2023,06:00:50.931,04-01-23-0033-00,-0.02,19.60,31.46,177.35,377.54,20.94
4/1/2023,06:00:51.031,04-01-23-0033-00,-0.02,18.89,31.48,174.79,377.70,20.68
4/1/2023,06:00:51.132,04-01-23-0033-00,-0.02,18.32,31.49,182.03,377.87,20.82
4/1/2023,06:00:51.247,04-01-23-0033-00,-0.02,17.74,29.09,170.60,378.20,20.35
4/1/2023,06:00:51.363,04-01-23-0033-00,-0.02,17.24,29.12,176.05,378.52,21.11
4/1/2023,06:00:51.464,04-01-23-0033-00,-0.02,16.83,29.12,176.96,378.52,20.67
4/1/2023,06:00:51.579,04-01-23-0033-00,-0.02,16.44,29.13,169.20,378.69,20.16
4/1/2023,06:00:51.686,04-01-23-0033-00,-0.02,16.15,29.14,177.40,378.85,20.63
4/1/2023,06:00:51.802,04-01-23-0033-00,-0.02,15.76,29.14,173.39,378.85,20.09
4/1/2023,06:00:51.918,04-01-23-0033-00,-0.02,15.51,29.16,175.49,379.02,20.28
4/1/2023,06:00:52.018,04-01-23-0033-00,-0.02,15.24,29.16,172.73,379.02,21.12
4/1/2023,06:00:52.134,04-01-23-0033-00,-0.02,15.02,29.18,170.08,379.34,20.54
4/1/2023,06:00:52.250,04-01-23-0033-00,-0.02,14.84,27.10,176.10,379.34,21.13
4/1/2023,06:00:52.388,04-01-23-0033-00,0.01,14.63,27.13,175.58,379.84,21.00
4/1/2023,06:00:52.519,04-01-23-0033-00,0.01,14.46,27.32,173.64,382.46,21.07
4/1/2023,06:00:52.666,04-01-23-0033-00,0.01,14.29,27.51,169.36,385.08,20.34
4/1/2023,06:00:52.820,04-01-23-0033-00,0.01,14.13,27.59,165.98,386.23,21.33
4/1/2023,06:00:52.967,04-01-23-0033-00,0.01,14.05,27.61,167.36,386.56,20.44
4/1/2023,06:00:53.005,04-01-23-0033-00,0.01,14.00,27.61,173.84,386.56,20.92
4/1/2023,06:00:53.105,04-01-23-0033-00,0.01,13.95,27.61,179.40,386.56,20.35
4/1/2023,06:00:53.221,04-01-23-0033-00,0.01,13.85,25.77,168.03,386.56,20.95
4/1/2023,06:00:53.321,04-01-23-0033-00,0.05,13.80,25.77,166.29,386.56,21.08
4/1/2023,06:00:53.453,04-01-23-0033-00,0.05,13.75,25.77,171.68,386.56,21.27
